Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cm2),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
1069.199968,0.652,0.647,0.64,0.648,0.64,3.227,0.70476,70.476,27.871,41.16,42.233,51.666,53.792,55.441,1299.133,1268.919,1299.103,1286.622,4.795,2.068,23.036,21.128,2.007,49.97
1069.208376,0.651,0.647,0.64,0.648,0.64,3.226,0.70501,70.501,27.881,41.098,42.319,51.658,53.825,55.45,1300.156,1270.114,1302.353,1289.584,4.795,2.068,23.036,21.185,2.008,50.366
1069.216746,0.653,0.648,0.64,0.649,0.641,3.231,0.70486,70.486,27.89,41.043,42.396,51.568,53.593,55.248,1301.18,1269.772,1304.92,1291.521,4.837,2.091,23.038,21.124,2.006,50.67
1069.225156,0.652,0.647,0.64,0.648,0.64,3.227,0.70486,70.486,27.882,41.025,42.409,51.633,53.764,55.422,1299.36,1269.09,1301.156,1287.648,4.793,2.149,23.038,21.116,2.007,50.359
1069.233525,0.651,0.646,0.638,0.647,0.639,3.221,0.70481,70.481,27.878,41.299,42.397,51.662,53.788,55.475,1295.492,1265.618,1297.62,1284.287,4.797,2.128,23.036,21.187,2.006,49.944
1069.241915,0.652,0.648,0.639,0.649,0.641,3.229,0.70476,70.476,27.884,41.648,42.318,51.73,53.846,55.504,1300.668,1269.033,1294.369,1281.496,4.796,2.108,23.036,21.191,2.007,49.872
1069.250325,0.652,0.648,0.64,0.649,0.641,3.23,0.70471,70.471,27.882,41.464,42.266,51.66,53.836,55.476,1298.507,1268.122,1298.647,1285.54,4.796,2.047,23.039,21.13,2.008,50.08
1069.258694,0.651,0.647,0.64,0.648,0.64,3.226,0.70476,70.476,27.855,41.331,42.259,51.599,53.619,55.282,1300.1,1269.431,1303.209,1290.04,4.807,2.069,23.036,21.196,2.008,50.474
1069.267086,0.652,0.648,0.64,0.648,0.64,3.228,0.70471,70.471,27.862,41.241,42.227,51.64,53.781,55.441,1300.498,1269.545,1305.775,1292.66,4.796,2.091,23.039,21.192,2.008,50.182
1069.275495,0.651,0.647,0.64,0.648,0.639,3.225,0.70515,70.515,27.87,41.121,42.27,51.689,53.806,55.461,1299.133,1268.691,1300.472,1287.363,4.794,2.126,23.038,21.124,2.008,50.262
1069.283864,0.652,0.647,0.639,0.647,0.639,3.224,0.70496,70.496,27.864,41.071,42.354,51.672,53.815,55.488,1299.189,1268.634,1296.536,1283.205,4.795,2.126,23.038,21.149,2.007,50.231
1069.292275,0.652,0.647,0.64,0.648,0.64,3.227,0.70486,70.486,27.841,41.34,42.415,51.664,53.677,55.412,1293.956,1262.375,1294.54,1280.984,4.795,2.109,23.038,21.447,2.002,50.42
1069.300645,0.652,0.646,0.64,0.648,0.64,3.226,0.70501,70.501,27.839,41.209,42.415,51.667,53.828,55.494,1299.531,1269.146,1300.186,1287.648,4.797,2.046,23.039,21.147,2.003,50.091
1069.309035,0.651,0.646,0.64,0.648,0.64,3.225,0.70481,70.481,27.861,41.08,42.394,51.625,53.703,55.326,1301.749,1270.797,1305.49,1292.261,4.793,2.068,23.036,21.13,2.001,50.463
1069.317425,0.652,0.647,0.639,0.648,0.64,3.226,0.70486,70.486,27.853,41.066,42.383,51.555,53.681,55.374,1299.929,1269.716,1301.213,1287.762,4.794,2.148,23.039,21.189,2.007,50.316
1069.325814,0.652,0.648,0.639,0.648,0.64,3.227,0.7051,70.51,27.864,41.308,42.35,51.552,53.743,55.439,1301.067,1270.911,1296.594,1284.116,4.796,2.128,23.036,21.192,2.008,50.047
1069.334219,0.652,0.648,0.639,0.648,0.64,3.227,0.70486,70.486,27.849,41.198,42.295,51.58,53.8,55.481,1300.1,1269.545,1294.141,1281.496,4.796,2.11,23.036,21.191,2.009,49.891
1069.342592,0.652,0.647,0.639,0.647,0.64,3.225,0.70486,70.486,27.844,41.066,42.269,51.611,53.388,55.471,1299.815,1269.829,1300.015,1287.648,4.797,2.046,23.039,21.128,2.008,50.085
1069.350981,0.652,0.647,0.639,0.647,0.64,3.225,0.70481,70.481,27.859,40.959,42.256,51.535,53.746,55.371,1301.408,1270.683,1304.692,1291.521,4.795,2.068,23.036,21.191,2.009,50.229
1069.359374,0.652,0.647,0.64,0.648,0.64,3.227,0.70501,70.501,27.844,41.274,42.259,51.552,53.772,55.427,1300.384,1269.203,1301.84,1288.844,4.796,2.15,23.036,21.149,2.007,50.133
1069.36778,0.652,0.647,0.64,0.647,0.64,3.226,0.70481,70.481,27.83,41.15,42.305,51.65,53.811,55.463,1299.588,1269.26,1296.651,1283.091,4.798,2.128,23.036,21.187,2.01,50.097
1069.376151,0.653,0.647,0.64,0.648,0.641,3.229,0.70496,70.496,27.847,41.059,42.342,51.509,53.526,55.145,1300.839,1269.431,1293.799,1279.958,4.793,2.107,23.036,21.38,1.997,50.845
1069.384561,0.652,0.646,0.639,0.646,0.64,3.223,0.70496,70.496,27.838,40.976,42.327,51.549,53.739,55.432,1303.683,1273.756,1301.099,1288.388,4.797,2.047,23.036,20.917,2.001,50.125
1069.392951,0.652,0.646,0.64,0.647,0.64,3.225,0.70486,70.486,27.823,40.894,42.299,51.612,53.755,55.44,1304.878,1274.951,1305.775,1292.945,4.796,2.068,23.036,20.856,2.005,50.105
1069.40132,0.653,0.647,0.641,0.647,0.64,3.228,0.70486,70.486,27.815,41.204,42.263,51.645,53.808,55.475,1296.516,1266.13,1300.643,1288.388,4.796,2.148,23.039,21.166,2.008,49.723
1069.409729,0.651,0.646,0.64,0.647,0.639,3.223,0.70501,70.501,27.829,41.094,42.174,51.479,53.56,55.121,1298.678,1267.895,1296.651,1283.547,4.796,2.127,23.036,21.124,2.004,50.492
1069.418102,0.652,0.646,0.64,0.647,0.64,3.225,0.70496,70.496,27.829,41.138,42.108,51.523,53.687,55.36,1296.971,1267.155,1294.826,1282.692,4.796,2.069,23.036,21.177,2.008,49.987
1069.426488,0.653,0.646,0.64,0.647,0.64,3.226,0.70476,70.476,27.845,41.253,42.087,51.539,53.695,55.338,1296.573,1265.96,1301.84,1289.527,4.795,2.046,23.036,21.185,2.008,50.308
1069.4349,0.653,0.647,0.641,0.648,0.641,3.23,0.70496,70.496,27.836,41.209,42.23,51.629,53.766,55.412,1299.474,1268.008,1305.718,1293.457,4.795,2.068,23.036,21.128,2.008,50.322
1069.443269,0.652,0.646,0.64,0.646,0.64,3.224,0.70491,70.491,27.827,41.144,42.284,51.618,53.817,55.463,1298.166,1267.838,1300.072,1287.534,4.795,2.149,23.036,21.154,2.009,50.114
1069.451659,0.652,0.646,0.64,0.647,0.64,3.225,0.70486,70.486,27.832,41.555,42.336,51.496,53.451,55.162,1298.507,1266.87,1296.594,1284.287,4.795,2.129,23.038,21.187,2.005,50.868
1069.460069,0.653,0.648,0.641,0.647,0.64,3.229,0.70491,70.491,27.824,41.31,42.359,51.539,53.745,55.417,1299.929,1268.862,1294.826,1281.724,4.794,2.109,23.038,21.225,2.006,50.31
1069.46846,0.651,0.646,0.64,0.646,0.639,3.222,0.70486,70.486,27.813,41.2,42.35,51.573,53.754,55.43,1298.166,1268.179,1300.015,1287.819,4.796,2.048,23.11,21.2,2.007,50.238
1069.47683,0.652,0.647,0.64,0.647,0.64,3.226,0.70501,70.501,27.819,41.111,42.331,51.594,53.782,55.484,1300.213,1269.147,1304.692,1292.603,4.796,2.068,23.036,21.327,2.008,49.994
1069.485239,0.651,0.645,0.639,0.647,0.639,3.221,0.70491,70.491,27.832,41.385,42.266,51.599,53.751,55.403,1295.549,1265.561,1302.582,1290.211,4.796,2.171,23.038,21.137,2.004,49.986
1069.49361,0.652,0.647,0.64,0.647,0.64,3.226,0.70491,70.491,27.813,41.287,42.24,51.682,53.811,55.492,1297.597,1266.927,1296.993,1284.629,4.798,2.128,23.038,21.191,2.006,50.008
1069.502018,0.653,0.647,0.641,0.648,0.64,3.229,0.7051,70.51,27.795,41.16,42.214,51.563,53.7,55.314,1301.01,1270.342,1293.97,1281.097,4.794,2.071,23.038,21.265,2.004,50.155
1069.510388,0.653,0.647,0.641,0.648,0.64,3.229,0.70496,70.496,27.815,41.061,42.137,51.609,53.711,55.401,1297.426,1266.984,1301.156,1288.73,4.795,2.068,23.036,21.126,2.005,50.023
1069.518779,0.653,0.647,0.64,0.648,0.64,3.228,0.70491,70.491,27.803,40.96,42.175,51.595,53.759,55.464,1297.767,1267.269,1305.718,1293.173,4.795,2.069,23.036,21.134,2.007,49.948
1069.527169,0.653,0.646,0.64,0.648,0.64,3.227,0.70525,70.525,27.797,41.267,42.252,51.606,53.779,55.493,1299.986,1268.976,1300.243,1287.363,4.795,2.149,23.039,21.196,2.002,50.038
1069.535575,0.652,0.646,0.64,0.647,0.64,3.225,0.70486,70.486,27.8,41.139,42.284,51.515,53.726,55.393,1300.555,1269.431,1295.966,1282.18,4.795,2.128,23.036,21.149,1.998,50.254
1069.543948,0.652,0.646,0.64,0.647,0.64,3.225,0.70501,70.501,27.801,41.048,42.313,51.558,53.725,55.442,1298.166,1268.122,1295.453,1283.091,4.796,2.031,23.038,21.135,2.001,50.257
1069.552355,0.652,0.645,0.639,0.647,0.639,3.222,0.70505,70.505,27.832,40.997,42.328,51.635,53.775,55.456,1297.142,1267.781,1302.296,1289.641,4.797,2.068,23.038,21.132,2.006,50.126
1069.560728,0.653,0.647,0.641,0.648,0.641,3.23,0.70491,70.491,27.815,41.34,42.282,51.638,53.819,55.498,1298.905,1268.236,1306.288,1293.116,4.796,2.091,23.038,21.189,2.007,49.941
1069.569134,0.652,0.647,0.639,0.647,0.64,3.225,0.70515,70.515,27.807,41.24,42.241,51.721,53.838,55.478,1299.246,1268.748,1299.958,1286.565,4.796,2.126,23.036,21.126,2.006,50.196
1069.577505,0.651,0.646,0.638,0.646,0.639,3.22,0.70491,70.491,27.804,41.154,42.279,51.586,53.289,55.127,1296.687,1267.041,1296.251,1283.148,4.796,2.128,23.022,21.122,1.997,50.871
1069.585896,0.651,0.646,0.639,0.647,0.639,3.222,0.70471,70.471,27.804,41.07,42.2,51.595,53.762,55.411,1298.45,1268.919,1294.426,1281.838,4.797,2.046,23.036,21.181,2.004,50.165
1069.594306,0.652,0.648,0.641,0.648,0.641,3.23,0.70471,70.471,27.806,40.975,42.197,51.601,53.753,55.411,1298.336,1267.382,1301.156,1287.989,4.816,2.047,23.036,21.132,2.004,50.235
1069.602695,0.653,0.647,0.641,0.648,0.641,3.23,0.70486,70.486,27.793,40.868,42.226,51.666,53.809,55.473,1299.246,1268.521,1305.319,1292.204,4.796,2.069,23.036,21.187,2.008,50.038
1069.611083,0.652,0.647,0.639,0.648,0.64,3.226,0.70491,70.491,27.803,41.258,42.244,51.684,53.762,55.405,1298.621,1268.236,1300.814,1287.989,4.796,2.149,23.038,21.128,2.004,50.175
1069.619455,0.651,0.647,0.64,0.648,0.64,3.226,0.70501,70.501,27.797,41.479,42.266,51.716,53.832,55.487,1297.824,1267.951,1295.795,1282.92,4.795,2.111,23.036,21.126,2.008,50.038
1069.627861,0.651,0.646,0.639,0.647,0.64,3.223,0.70501,70.501,27.803,41.401,42.246,51.521,53.398,54.93,1297.711,1267.667,1294.483,1282.237,4.796,2.069,23.036,21.13,2.008,51.183
1069.636233,0.653,0.648,0.641,0.649,0.641,3.232,0.70476,70.476,27.78,41.212,42.203,51.581,53.704,55.353,1299.019,1267.781,1302.296,1289.869,4.816,2.047,23.036,21.153,2.008,50.157
1069.644625,0.652,0.647,0.641,0.648,0.64,3.228,0.70501,70.501,27.795,41.151,42.177,51.593,53.706,55.385,1298.166,1267.667,1305.889,1293.23,4.795,2.112,23.036,21.128,2.01,50.03
1069.653032,0.651,0.646,0.639,0.647,0.639,3.222,0.70486,70.486,27.792,41.421,42.181,51.591,53.764,55.445,1299.474,1268.805,1300.015,1287.705,4.796,2.129,23.036,21.135,2.009,50.088
1069.661421,0.651,0.647,0.639,0.647,0.639,3.223,0.70486,70.486,27.8,41.321,42.204,51.663,53.821,55.484,1298.109,1268.634,1296.594,1283.945,4.796,2.112,23.036,21.185,2.004,49.89
1069.669794,0.65,0.647,0.639,0.647,0.639,3.222,0.70491,70.491,27.786,41.219,42.2,51.556,53.685,55.28,1297.142,1267.382,1294.426,1281.952,4.797,2.11,23.036,21.191,1.998,50.626
1069.678182,0.651,0.647,0.64,0.647,0.639,3.224,0.70496,70.496,27.8,41.757,42.275,51.593,53.674,55.394,1298.507,1268.236,1300.072,1287.875,4.795,2.046,23.034,21.135,2.004,50.28
1069.686572,0.65,0.646,0.64,0.647,0.64,3.223,0.70491,70.491,27.79,41.35,42.311,51.6,53.731,55.428,1299.076,1268.634,1304.521,1292.261,4.795,2.069,23.039,21.2,2.004,50.24
1069.694962,0.652,0.648,0.641,0.648,0.64,3.229,0.70496,70.496,27.793,41.241,42.334,51.589,53.768,55.47,1300.156,1268.691,1303.038,1290.496,4.796,2.169,23.036,21.191,2.006,50.06
1069.703351,0.651,0.648,0.64,0.648,0.64,3.227,0.70496,70.496,27.786,41.137,42.35,51.54,53.494,55.255,1298.109,1267.781,1297.62,1284.287,4.792,2.131,23.038,21.13,2.005,50.656
1069.711744,0.652,0.647,0.641,0.648,0.64,3.228,0.70466,70.466,27.778,41.428,42.333,51.618,53.744,55.407,1298.45,1267.895,1294.769,1281.724,4.795,2.11,23.036,21.128,2.005,50.224
1069.720133,0.651,0.646,0.639,0.647,0.64,3.223,0.70496,70.496,27.772,41.227,42.302,51.617,53.766,55.424,1299.189,1269.431,1299.958,1287.591,4.797,2.026,23.036,21.124,2.005,50.34
1069.728522,0.652,0.647,0.64,0.647,0.64,3.226,0.70501,70.501,27.774,41.841,42.29,51.644,53.799,55.48,1296.63,1267.382,1305.718,1294.198,4.795,2.047,23.036,21.192,2.007,49.976
1069.736911,0.65,0.646,0.64,0.647,0.639,3.222,0.70505,70.505,27.772,41.419,42.233,51.529,53.416,55.133,1297.995,1268.008,1301.27,1288.844,4.794,2.149,23.036,21.128,2.01,50.723
1069.745319,0.651,0.646,0.64,0.647,0.64,3.224,0.70515,70.515,27.771,41.267,42.215,51.612,53.743,55.392,1298.791,1268.464,1296.594,1284.458,4.794,2.111,23.039,21.13,2.008,50.067
1069.75369,0.651,0.646,0.64,0.647,0.64,3.224,0.70501,70.501,27.774,41.137,42.183,51.605,53.724,55.408,1297.938,1268.122,1294.255,1281.952,4.795,2.11,23.036,21.124,2.012,50.001
1069.762081,0.652,0.647,0.64,0.647,0.64,3.226,0.70491,70.491,27.775,41.067,42.269,51.615,53.8,55.466,1298.791,1268.805,1300.7,1288.103,4.795,2.047,23.038,21.134,2.012,49.991
1069.770488,0.652,0.648,0.641,0.648,0.641,3.23,0.7051,70.51,27.775,40.985,42.256,51.65,53.837,55.495,1298.393,1267.212,1305.832,1292.831,4.795,2.068,23.039,21.132,2.006,49.727
1069.778859,0.651,0.646,0.64,0.647,0.64,3.224,0.70491,70.491,27.777,41.375,42.243,51.611,53.792,55.432,1299.986,1269.488,1301.156,1288.217,4.795,2.127,23.038,21.135,2.008,49.925
1069.78727,0.651,0.647,0.64,0.648,0.64,3.226,0.70501,70.501,27.767,41.172,42.217,51.61,53.809,55.482,1298.109,1268.122,1297.506,1284.743,4.793,2.129,23.038,21.194,2.008,49.739
1069.79564,0.651,0.647,0.64,0.648,0.64,3.226,0.70491,70.491,27.771,41.15,42.22,51.656,53.613,55.457,1298.393,1267.951,1294.312,1281.382,4.796,2.099,23.03,21.12,2.006,49.951
1069.804029,0.652,0.648,0.641,0.648,0.641,3.23,0.70496,70.496,27.769,41.046,42.195,51.639,53.812,55.505,1299.246,1267.895,1300.015,1287.477,4.797,2.051,23.036,21.196,1.999,49.833
1069.812419,0.651,0.646,0.64,0.648,0.64,3.225,0.70515,70.515,27.775,41.593,42.151,51.581,53.739,55.387,1299.417,1269.147,1304.578,1291.464,4.793,2.068,23.038,21.116,1.997,49.781
1069.820808,0.651,0.645,0.639,0.647,0.64,3.222,0.7051,70.51,27.774,41.212,42.11,51.631,53.769,55.45,1298.45,1268.008,1303.437,1290.439,4.795,2.148,23.039,21.128,1.999,49.791
1069.829198,0.651,0.645,0.64,0.647,0.64,3.223,0.70501,70.501,27.755,41.152,42.2,51.637,53.81,55.465,1298.905,1269.09,1298.875,1286.452,4.794,2.128,23.036,21.196,2.001,50.246
1069.837586,0.651,0.645,0.64,0.647,0.64,3.223,0.70496,70.496,27.761,41.05,42.325,51.675,53.848,55.488,1300.213,1269.716,1296.251,1283.148,4.816,2.125,23.036,21.189,1.996,50.034
1069.84598,0.651,0.647,0.64,0.648,0.64,3.226,0.7052,70.52,27.754,40.976,42.365,51.72,53.798,55.429,1299.246,1269.26,1294.369,1281.553,4.795,2.109,23.041,21.187,2.001,50.357
1069.854369,0.651,0.647,0.639,0.648,0.64,3.225,0.70491,70.491,27.754,41.2,42.408,51.679,53.822,55.495,1298.848,1268.862,1300.015,1287.477,4.795,2.046,23.03,21.134,2.003,50.053
1069.862757,0.652,0.647,0.64,0.649,0.641,3.229,0.70496,70.496,27.78,41.069,42.379,51.662,53.755,55.392,1301.863,1270.797,1304.521,1291.977,4.797,2.068,23.038,21.192,1.997,50.403
1069.871147,0.652,0.647,0.641,0.649,0.641,3.23,0.70491,70.491,27.766,41.42,42.388,51.652,53.822,55.48,1301.237,1269.431,1303.95,1291.92,4.796,2.171,23.036,21.198,2.004,50.108
1069.879538,0.652,0.646,0.641,0.649,0.641,3.229,0.70501,70.501,27.769,41.23,42.34,51.671,53.82,55.46,1299.246,1268.179,1298.647,1285.882,4.796,2.128,23.038,21.194,2.004,50.078
1069.887926,0.65,0.646,0.64,0.647,0.64,3.223,0.70501,70.501,27.774,41.171,42.304,51.606,53.714,55.322,1299.531,1269.488,1295.51,1282.578,4.797,2.11,23.038,21.134,2.005,50.376
1069.896317,0.65,0.646,0.64,0.648,0.64,3.224,0.70486,70.486,27.754,41.448,42.23,51.63,53.782,55.422,1299.189,1268.634,1297.449,1284.686,4.793,2.025,23.038,21.128,2.005,49.997
1069.904707,0.652,0.648,0.641,0.648,0.641,3.23,0.70491,70.491,27.772,41.273,42.195,51.662,53.805,55.478,1299.872,1268.805,1303.437,1291.122,4.795,2.047,23.038,21.189,2.008,49.976
1069.913097,0.651,0.646,0.639,0.647,0.64,3.223,0.70501,70.501,27.787,41.257,42.2,51.528,53.515,55.084,1300.668,1269.886,1305.376,1292.432,4.796,2.13,23.038,21.206,2.001,51.048
1069.921487,0.652,0.648,0.64,0.648,0.641,3.229,0.70481,70.481,27.757,41.164,42.293,51.596,53.706,55.394,1299.815,1268.577,1300.015,1286.679,4.796,2.128,23.038,21.118,2.003,50.388
1069.929895,0.651,0.646,0.64,0.647,0.64,3.224,0.70486,70.486,27.772,41.423,42.324,51.587,53.73,55.403,1298.791,1268.407,1297.221,1284.344,4.796,2.109,23.036,21.198,2.005,50.186
1069.938285,0.652,0.647,0.641,0.648,0.64,3.228,0.70496,70.496,27.763,41.253,42.363,51.602,53.774,55.456,1300.555,1269.431,1295.396,1282.407,4.797,2.109,23.036,21.187,2.006,50.278
1069.946656,0.652,0.646,0.641,0.648,0.641,3.228,0.70525,70.525,27.772,41.546,42.34,51.647,53.826,55.492,1300.27,1268.521,1296.594,1284.173,4.796,2.047,23.036,21.192,2.008,49.879
1069.955063,0.651,0.646,0.64,0.648,0.64,3.225,0.70501,70.501,27.771,41.369,42.299,51.702,53.827,55.482,1297.767,1268.122,1301.099,1288.73,4.793,2.046,23.036,21.135,2.004,50.132
1069.963453,0.65,0.646,0.639,0.647,0.639,3.221,0.70481,70.481,27.76,41.221,42.284,51.484,53.32,54.919,1298.734,1268.464,1304.407,1292.147,4.796,2.069,22.975,21.189,2.005,51.207
1069.971824,0.651,0.645,0.64,0.648,0.64,3.224,0.70486,70.486,27.767,41.117,42.221,51.549,53.695,55.377,1296.459,1266.927,1303.209,1290.61,4.797,2.149,23.038,21.124,2.007,50.141
1069.980239,0.652,0.647,0.64,0.648,0.64,3.227,0.70491,70.491,27.76,41.06,42.162,51.555,53.692,55.353,1297.767,1267.667,1298.361,1285.085,4.795,2.113,23.038,21.122,2.008,50.017
1069.988622,0.651,0.646,0.639,0.647,0.64,3.223,0.70486,70.486,27.737,41.721,42.168,51.566,53.76,55.415,1300.1,1268.862,1295.453,1282.066,4.796,2.11,23.038,21.183,2.008,50.215
1069.996993,0.651,0.646,0.64,0.647,0.64,3.224,0.70486,70.486,27.757,41.197,42.272,51.605,53.799,55.442,1296.687,1266.472,1297.506,1284.401,4.795,2.027,23.038,21.128,2.008,50.212
1070.005401,0.652,0.647,0.64,0.648,0.64,3.227,0.70505,70.505,27.758,41.011,42.324,51.604,53.827,55.494,1300.327,1269.716,1302.353,1290.097,4.796,2.048,23.041,21.192,2.008,50.333
1070.013774,0.652,0.648,0.641,0.648,0.64,3.229,0.70496,70.496,27.771,40.911,42.4,51.558,53.736,55.374,1301.067,1269.829,1305.718,1293.344,4.798,2.064,23.038,21.187,2.006,50.561
1070.022163,0.65,0.646,0.639,0.647,0.639,3.221,0.70505,70.505,27.751,40.951,42.385,51.622,53.789,55.458,1300.213,1270.057,1300.015,1286.622,4.795,2.149,23.034,21.137,2.006,50.215
1070.030553,0.651,0.647,0.64,0.648,0.64,3.226,0.7051,70.51,27.763,41.203,42.333,51.629,53.822,55.474,1298.279,1267.496,1296.536,1283.205,4.796,2.109,23.036,21.13,2.008,50.161
1070.038943,0.652,0.647,0.64,0.648,0.641,3.228,0.70496,70.496,27.763,41.104,42.295,51.593,53.671,55.394,1299.303,1267.951,1294.426,1281.553,4.795,2.049,23.038,21.192,2.004,50.179
1070.047332,0.651,0.646,0.64,0.648,0.64,3.225,0.70481,70.481,27.757,40.997,42.24,51.575,53.813,55.479,1300.27,1268.748,1301.156,1288.844,4.787,2.046,23.038,21.13,2.008,49.909
1070.055724,0.651,0.647,0.64,0.648,0.64,3.226,0.70491,70.491,27.76,41.65,42.198,51.557,53.65,55.326,1298.791,1268.065,1305.832,1293.401,4.794,2.068,23.036,21.122,2.005,50.311
1070.064111,0.651,0.646,0.64,0.648,0.64,3.225,0.70515,70.515,27.754,41.224,42.155,51.591,53.781,55.445,1299.189,1268.805,1299.16,1286.736,4.794,2.149,23.039,21.132,2.005,49.955
1070.072501,0.651,0.646,0.64,0.648,0.64,3.225,0.70486,70.486,27.748,41.117,42.169,51.632,53.816,55.48,1298.621,1268.407,1294.483,1282.237,4.794,2.126,23.036,21.132,2.007,49.938
1070.080891,0.651,0.646,0.64,0.647,0.639,3.223,0.70501,70.501,27.767,41.421,42.178,51.561,53.577,55.212,1298.336,1268.179,1300.015,1287.648,4.796,2.025,23.038,21.132,2.005,50.391
1070.08928,0.651,0.647,0.639,0.647,0.64,3.224,0.70476,70.476,27.76,41.241,42.146,51.599,53.771,55.456,1297.426,1267.496,1304.407,1292.546,4.807,2.068,23.036,21.134,2.005,49.754
1070.09769,0.652,0.647,0.641,0.648,0.64,3.228,0.70491,70.491,27.751,41.203,42.174,51.626,53.787,55.448,1296.687,1265.732,1303.266,1290.894,4.795,2.15,23.036,21.128,2.005,49.899
1070.106078,0.652,0.647,0.641,0.648,0.64,3.228,0.70501,70.501,27.752,41.122,42.165,51.652,53.842,55.494,1298.621,1267.895,1297.791,1285.198,4.797,2.108,23.038,21.187,2.007,49.626
1070.114451,0.651,0.647,0.641,0.647,0.64,3.226,0.70486,70.486,27.748,41.057,42.148,51.567,53.725,55.297,1297.426,1266.756,1295.681,1282.521,4.801,2.11,23.038,21.128,2.005,50.301
1070.122858,0.652,0.648,0.64,0.647,0.641,3.228,0.70491,70.491,27.754,41.009,42.151,51.596,53.751,55.394,1297.938,1267.098,1294.369,1281.097,4.794,2.11,23.036,21.122,2.007,49.96
1070.131249,0.651,0.646,0.639,0.647,0.64,3.223,0.7051,70.51,27.752,41.246,42.093,51.612,53.788,55.437,1298.336,1267.496,1300.015,1287.306,4.796,2.046,23.039,21.122,2.006,49.772
1070.139618,0.651,0.647,0.639,0.648,0.64,3.225,0.70466,70.466,27.766,41.099,42.084,51.668,53.834,55.495,1299.531,1269.602,1304.407,1292.432,4.814,2.069,23.036,21.187,2.005,49.869
1070.148011,0.651,0.647,0.64,0.648,0.641,3.227,0.7053,70.53,27.76,41.114,42.151,51.618,53.743,55.372,1298.905,1268.634,1302.41,1290.382,4.797,2.149,23.038,21.139,2.004,50.255
1070.1564,0.651,0.647,0.64,0.648,0.64,3.226,0.70481,70.481,27.754,41.27,42.22,51.63,53.77,55.446,1302.375,1272.163,1298.475,1285.483,4.8,2.128,23.038,21.185,2.005,49.947
1070.164788,0.652,0.647,0.641,0.648,0.641,3.229,0.7052,70.52,27.758,41.195,42.237,51.662,53.817,55.487,1299.588,1270,1295.111,1282.521,4.795,2.111,23.036,21.179,2.008,49.951
1070.173198,0.652,0.647,0.641,0.648,0.641,3.229,0.70481,70.481,27.758,41.068,42.279,51.669,53.801,55.482,1301.749,1270.455,1298.59,1285.825,4.795,2.047,23.036,21.128,2.008,49.966
1070.181599,0.651,0.647,0.64,0.648,0.64,3.226,0.70491,70.491,27.758,41.356,42.284,51.671,53.844,55.484,1299.303,1269.716,1303.437,1291.065,4.795,2.048,23.036,21.16,2.007,50.043
1070.189958,0.651,0.647,0.64,0.648,0.64,3.226,0.70481,70.481,27.754,41.25,42.276,51.548,53.7,55.278,1295.606,1264.366,1304.863,1292.261,4.815,2.151,23.036,21.445,2.004,50.497
1070.198347,0.652,0.647,0.64,0.648,0.64,3.227,0.70501,70.501,27.735,41.191,42.255,51.617,53.728,55.394,1300.953,1270.512,1298.475,1286.167,4.792,2.127,23.038,21.122,2.008,50.213
1070.206756,0.652,0.647,0.64,0.648,0.641,3.228,0.70505,70.505,27.735,41.4,42.24,51.594,53.761,55.398,1301.692,1270.74,1294.426,1282.18,4.795,2.109,23.038,21.128,2.008,50.225
1070.215146,0.651,0.646,0.64,0.648,0.64,3.225,0.70486,70.486,27.749,41.295,42.207,51.738,53.821,55.461,1301.863,1272.106,1298.818,1286.224,4.797,2.046,23.036,21.134,2.008,49.952
1070.223518,0.652,0.646,0.64,0.648,0.641,3.227,0.70491,70.491,27.728,41.171,42.185,51.716,53.829,55.496,1301.522,1271.024,1302.696,1290.78,4.799,2.047,23.038,21.132,2.006,49.809
1070.231926,0.651,0.646,0.64,0.648,0.64,3.225,0.70501,70.501,27.748,41.08,42.221,51.652,53.768,55.4,1300.441,1270.569,1306.003,1293.401,4.795,2.068,23.036,21.139,2.001,50.204
1070.240303,0.652,0.647,0.64,0.648,0.64,3.227,0.70515,70.515,27.74,41.387,42.289,51.645,53.794,55.476,1301.92,1271.423,1299.958,1286.907,4.796,2.129,23.036,21.13,2.003,50.049
