U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm²)
0.665;0.66;0.659;0.66;0.653;3.241;78.813;0.78813
0.664;0.66;0.659;0.66;0.653;3.241;78.754;0.78754
0.665;0.66;0.66;0.66;0.654;3.242;78.706;0.78706
0.664;0.66;0.659;0.66;0.653;3.242;78.725;0.78725
0.665;0.66;0.66;0.66;0.653;3.244;78.71;0.7871
0.665;0.66;0.66;0.66;0.653;3.241;78.662;0.78662
0.665;0.66;0.66;0.661;0.654;3.243;78.662;0.78662
0.665;0.66;0.66;0.66;0.653;3.242;78.666;0.78666
0.665;0.66;0.66;0.661;0.654;3.244;78.652;0.78652
0.665;0.66;0.659;0.66;0.654;3.242;78.608;0.78608
0.665;0.66;0.66;0.661;0.654;3.244;78.559;0.78559
0.665;0.66;0.66;0.66;0.653;3.243;78.564;0.78564
0.665;0.66;0.66;0.661;0.654;3.246;78.525;0.78525
0.665;0.66;0.66;0.661;0.654;3.244;78.525;0.78525
0.665;0.661;0.66;0.661;0.654;3.246;78.496;0.78496
0.665;0.66;0.66;0.661;0.654;3.245;78.51;0.7851
0.665;0.661;0.66;0.661;0.654;3.246;78.456;0.78456
0.665;0.661;0.66;0.661;0.654;3.246;78.422;0.78422
0.665;0.661;0.66;0.661;0.654;3.247;78.408;0.78408
0.665;0.661;0.66;0.66;0.654;3.246;78.388;0.78388
0.666;0.661;0.66;0.661;0.654;3.247;78.364;0.78364
0.665;0.661;0.66;0.661;0.654;3.246;78.369;0.78369
0.665;0.661;0.66;0.661;0.654;3.247;78.354;0.78354
0.666;0.661;0.66;0.661;0.654;3.247;78.31;0.7831
0.665;0.661;0.66;0.661;0.655;3.247;78.295;0.78295
0.666;0.662;0.661;0.661;0.655;3.247;78.266;0.78266
0.666;0.661;0.66;0.661;0.654;3.247;78.251;0.78251
0.666;0.662;0.661;0.662;0.655;3.249;78.227;0.78227
0.665;0.661;0.66;0.661;0.654;3.249;78.207;0.78207
0.666;0.662;0.661;0.661;0.655;3.247;78.207;0.78207
0.666;0.661;0.661;0.661;0.655;3.248;78.188;0.78188
0.666;0.662;0.661;0.662;0.655;3.25;78.163;0.78163
0.666;0.661;0.661;0.661;0.655;3.25;78.115;0.78115
0.666;0.662;0.661;0.662;0.655;3.25;78.144;0.78144
0.666;0.661;0.661;0.661;0.655;3.249;78.11;0.7811
0.666;0.662;0.661;0.662;0.655;3.251;78.095;0.78095
0.666;0.661;0.661;0.661;0.655;3.25;78.056;0.78056
0.666;0.662;0.661;0.662;0.655;3.251;78.032;0.78032
0.665;0.661;0.661;0.661;0.655;3.249;77.973;0.77973
0.666;0.662;0.661;0.662;0.655;3.25;78.007;0.78007
0.665;0.661;0.661;0.661;0.655;3.249;77.988;0.77988
0.666;0.662;0.661;0.662;0.655;3.252;77.953;0.77953
0.666;0.662;0.661;0.662;0.655;3.252;77.905;0.77905
0.666;0.662;0.661;0.662;0.655;3.252;77.919;0.77919
0.666;0.662;0.661;0.662;0.655;3.251;77.895;0.77895
0.666;0.662;0.661;0.662;0.655;3.252;77.87;0.7787
0.666;0.662;0.662;0.662;0.655;3.251;77.866;0.77866
0.666;0.662;0.661;0.662;0.655;3.253;77.846;0.77846
0.667;0.662;0.662;0.662;0.655;3.252;77.792;0.77792
0.666;0.662;0.661;0.662;0.655;3.251;77.797;0.77797
0.666;0.662;0.662;0.662;0.655;3.252;77.787;0.77787
0.666;0.662;0.661;0.662;0.656;3.253;77.748;0.77748
0.667;0.662;0.662;0.662;0.656;3.254;77.709;0.77709
0.666;0.662;0.662;0.662;0.656;3.253;77.709;0.77709
0.667;0.663;0.662;0.663;0.656;3.255;77.685;0.77685
0.666;0.662;0.662;0.662;0.655;3.253;77.685;0.77685
0.667;0.663;0.662;0.662;0.656;3.256;77.656;0.77656
0.667;0.662;0.661;0.662;0.656;3.254;77.602;0.77602
0.667;0.663;0.662;0.663;0.656;3.256;77.587;0.77587
0.667;0.663;0.662;0.663;0.656;3.257;77.572;0.77572
0.667;0.663;0.662;0.663;0.656;3.257;77.568;0.77568
0.667;0.663;0.662;0.663;0.656;3.257;77.558;0.77558
0.667;0.663;0.662;0.663;0.656;3.257;77.494;0.77494
0.668;0.663;0.662;0.663;0.656;3.257;77.494;0.77494
0.667;0.663;0.662;0.663;0.656;3.257;77.485;0.77485
0.667;0.663;0.662;0.663;0.656;3.257;77.48;0.7748
0.667;0.663;0.662;0.663;0.656;3.257;77.48;0.7748
0.668;0.663;0.662;0.663;0.656;3.257;77.465;0.77465
0.668;0.663;0.663;0.663;0.656;3.258;77.392;0.77392
0.668;0.663;0.663;0.663;0.656;3.258;77.372;0.77372
0.667;0.663;0.662;0.663;0.656;3.258;77.372;0.77372
0.668;0.663;0.663;0.663;0.656;3.259;77.377;0.77377
0.668;0.663;0.663;0.663;0.656;3.258;77.362;0.77362
0.668;0.663;0.663;0.663;0.657;3.258;77.299;0.77299
0.668;0.663;0.662;0.663;0.656;3.257;77.299;0.77299
0.668;0.663;0.663;0.663;0.657;3.259;77.27;0.7727
0.668;0.663;0.663;0.663;0.656;3.258;77.279;0.77279
0.668;0.664;0.663;0.663;0.657;3.261;77.25;0.7725
0.668;0.663;0.663;0.663;0.657;3.259;77.201;0.77201
0.668;0.664;0.664;0.664;0.657;3.262;77.192;0.77192
0.668;0.663;0.663;0.663;0.656;3.259;77.182;0.77182
0.668;0.664;0.663;0.663;0.657;3.261;77.152;0.77152
0.668;0.663;0.663;0.663;0.657;3.259;77.099;0.77099
0.668;0.663;0.663;0.663;0.656;3.26;77.099;0.77099
0.668;0.663;0.663;0.663;0.657;3.26;77.084;0.77084
0.668;0.663;0.663;0.663;0.657;3.26;77.079;0.77079
0.668;0.664;0.664;0.664;0.657;3.262;77.04;0.7704
0.668;0.664;0.663;0.664;0.657;3.262;77.011;0.77011
0.668;0.664;0.663;0.663;0.657;3.261;77.001;0.77001
0.668;0.664;0.663;0.664;0.657;3.262;76.991;0.76991
0.669;0.664;0.663;0.664;0.657;3.262;76.982;0.76982
0.668;0.664;0.663;0.664;0.657;3.261;76.982;0.76982
0.668;0.664;0.663;0.664;0.657;3.262;76.933;0.76933
0.668;0.664;0.663;0.664;0.657;3.263;76.903;0.76903
0.669;0.664;0.664;0.664;0.658;3.263;76.899;0.76899
0.668;0.664;0.664;0.664;0.658;3.263;76.874;0.76874
0.668;0.664;0.664;0.664;0.657;3.264;76.84;0.7684
0.668;0.664;0.663;0.664;0.657;3.262;76.806;0.76806
0.669;0.664;0.664;0.665;0.658;3.265;76.801;0.76801
0.669;0.664;0.664;0.664;0.658;3.263;76.801;0.76801
0.668;0.664;0.664;0.664;0.657;3.265;76.767;0.76767
0.669;0.664;0.664;0.665;0.658;3.265;76.752;0.76752
0.669;0.664;0.664;0.664;0.658;3.265;76.703;0.76703
0.669;0.664;0.664;0.664;0.658;3.263;76.693;0.76693
0.669;0.665;0.664;0.665;0.658;3.267;76.679;0.76679
0.669;0.665;0.664;0.665;0.658;3.265;76.669;0.76669
0.669;0.664;0.664;0.665;0.658;3.268;76.674;0.76674
0.669;0.664;0.664;0.665;0.658;3.265;76.654;0.76654
0.669;0.665;0.664;0.665;0.658;3.265;76.61;0.7661
0.669;0.665;0.664;0.665;0.658;3.266;76.605;0.76605
0.669;0.665;0.665;0.665;0.658;3.268;76.571;0.76571
0.669;0.665;0.664;0.665;0.658;3.266;76.518;0.76518
0.67;0.665;0.665;0.665;0.659;3.268;76.513;0.76513
0.669;0.665;0.664;0.665;0.659;3.268;76.498;0.76498
0.67;0.665;0.665;0.665;0.659;3.268;76.488;0.76488
0.669;0.665;0.664;0.665;0.658;3.267;76.439;0.76439
0.67;0.665;0.665;0.665;0.659;3.269;76.41;0.7641
0.669;0.665;0.664;0.665;0.658;3.268;76.41;0.7641
0.669;0.665;0.665;0.665;0.659;3.268;76.415;0.76415
0.669;0.665;0.664;0.665;0.659;3.268;76.405;0.76405
0.67;0.665;0.665;0.665;0.659;3.268;76.371;0.76371
0.669;0.665;0.665;0.665;0.658;3.268;76.342;0.76342
0.67;0.665;0.665;0.666;0.659;3.269;76.312;0.76312
0.67;0.665;0.665;0.665;0.659;3.268;76.312;0.76312
0.669;0.665;0.665;0.666;0.659;3.269;76.259;0.76259
0.67;0.665;0.665;0.665;0.659;3.269;76.259;0.76259
0.67;0.665;0.665;0.666;0.659;3.271;76.215;0.76215
0.67;0.665;0.665;0.666;0.659;3.27;76.22;0.7622
0.67;0.665;0.665;0.666;0.659;3.269;76.2;0.762
0.67;0.665;0.665;0.666;0.659;3.268;76.176;0.76176
0.67;0.665;0.665;0.666;0.659;3.269;76.2;0.762
0.67;0.665;0.665;0.666;0.659;3.268;76.156;0.76156
0.67;0.666;0.665;0.666;0.66;3.271;76.112;0.76112
0.67;0.665;0.665;0.666;0.659;3.27;76.117;0.76117
0.67;0.666;0.666;0.666;0.66;3.271;76.117;0.76117
0.67;0.666;0.665;0.666;0.66;3.273;76.073;0.76073
0.67;0.666;0.665;0.666;0.66;3.272;76.034;0.76034
0.67;0.665;0.665;0.666;0.659;3.271;76.019;0.76019
0.671;0.666;0.666;0.667;0.66;3.273;76.015;0.76015
0.67;0.666;0.665;0.666;0.66;3.274;75.961;0.75961
0.671;0.666;0.666;0.667;0.66;3.274;75.971;0.75971
0.67;0.666;0.665;0.666;0.66;3.273;75.946;0.75946
0.671;0.666;0.666;0.667;0.66;3.273;75.917;0.75917
0.67;0.666;0.665;0.666;0.66;3.274;75.917;0.75917
0.671;0.667;0.666;0.667;0.66;3.274;75.892;0.75892
0.671;0.666;0.666;0.667;0.66;3.275;75.873;0.75873
0.671;0.666;0.666;0.667;0.66;3.275;75.844;0.75844
0.671;0.667;0.666;0.667;0.66;3.277;75.824;0.75824
0.671;0.667;0.666;0.667;0.66;3.276;75.824;0.75824
0.671;0.666;0.666;0.667;0.66;3.276;75.8;0.758
0.671;0.667;0.666;0.668;0.661;3.278;75.761;0.75761
0.671;0.667;0.666;0.667;0.66;3.276;75.731;0.75731
0.671;0.667;0.666;0.667;0.66;3.278;75.721;0.75721
0.671;0.666;0.666;0.667;0.66;3.277;75.721;0.75721
0.671;0.667;0.666;0.668;0.661;3.279;75.712;0.75712
0.671;0.667;0.666;0.667;0.661;3.277;75.648;0.75648
0.672;0.667;0.667;0.668;0.661;3.279;75.624;0.75624
0.671;0.667;0.666;0.667;0.66;3.279;75.629;0.75629
0.671;0.667;0.666;0.667;0.661;3.279;75.614;0.75614
0.671;0.667;0.666;0.667;0.661;3.279;75.58;0.7558
0.672;0.667;0.666;0.668;0.661;3.28;75.546;0.75546
0.671;0.667;0.667;0.668;0.661;3.279;75.531;0.75531
0.672;0.668;0.667;0.668;0.661;3.28;75.531;0.75531
0.672;0.667;0.666;0.668;0.661;3.279;75.511;0.75511
0.672;0.668;0.667;0.668;0.661;3.281;75.472;0.75472
0.672;0.667;0.667;0.668;0.661;3.28;75.453;0.75453
0.672;0.668;0.667;0.668;0.661;3.28;75.458;0.75458
0.672;0.668;0.667;0.668;0.661;3.28;75.433;0.75433
0.672;0.668;0.667;0.668;0.661;3.282;75.428;0.75428
0.672;0.668;0.667;0.668;0.661;3.282;75.424;0.75424
0.672;0.668;0.667;0.668;0.661;3.283;75.428;0.75428
0.672;0.668;0.667;0.668;0.661;3.279;75.404;0.75404
0.672;0.668;0.667;0.668;0.661;3.283;75.345;0.75345
0.672;0.668;0.667;0.668;0.661;3.283;75.331;0.75331
0.672;0.668;0.667;0.668;0.662;3.283;75.331;0.75331
0.672;0.668;0.667;0.668;0.661;3.284;75.321;0.75321
0.672;0.668;0.667;0.668;0.662;3.284;75.282;0.75282
0.672;0.668;0.667;0.668;0.661;3.282;75.243;0.75243
0.673;0.669;0.668;0.669;0.662;3.285;75.233;0.75233
0.672;0.668;0.667;0.668;0.661;3.283;75.238;0.75238
0.672;0.668;0.667;0.668;0.662;3.284;75.228;0.75228
0.672;0.668;0.667;0.668;0.661;3.282;75.214;0.75214
0.673;0.668;0.667;0.668;0.662;3.284;75.16;0.7516
0.673;0.668;0.667;0.668;0.662;3.284;75.155;0.75155
0.673;0.668;0.667;0.668;0.662;3.284;75.131;0.75131
0.673;0.668;0.667;0.668;0.662;3.284;75.131;0.75131
0.673;0.668;0.667;0.668;0.662;3.285;75.116;0.75116
0.673;0.668;0.667;0.668;0.662;3.285;75.057;0.75057
0.673;0.668;0.667;0.668;0.662;3.285;75.028;0.75028
0.673;0.668;0.668;0.669;0.662;3.286;75.038;0.75038
0.673;0.668;0.667;0.668;0.662;3.285;75.008;0.75008
0.674;0.669;0.668;0.669;0.663;3.287;74.974;0.74974
0.673;0.669;0.668;0.669;0.662;3.288;74.96;0.7496
0.674;0.669;0.668;0.669;0.662;3.286;74.96;0.7496
0.674;0.669;0.668;0.669;0.662;3.288;74.945;0.74945
0.674;0.669;0.668;0.669;0.662;3.286;74.916;0.74916
0.674;0.669;0.668;0.669;0.663;3.29;74.867;0.74867
0.674;0.669;0.668;0.669;0.663;3.288;74.857;0.74857
0.674;0.669;0.668;0.669;0.663;3.29;74.847;0.74847
0.674;0.669;0.668;0.669;0.663;3.289;74.833;0.74833
0.674;0.669;0.668;0.669;0.663;3.29;74.813;0.74813
0.674;0.669;0.669;0.669;0.663;3.29;74.774;0.74774
0.674;0.669;0.669;0.669;0.663;3.29;74.75;0.7475
0.674;0.669;0.669;0.67;0.663;3.29;74.735;0.74735
0.674;0.669;0.669;0.669;0.663;3.29;74.74;0.7474
0.674;0.669;0.669;0.67;0.663;3.29;74.73;0.7473
0.674;0.669;0.669;0.67;0.663;3.29;74.652;0.74652
0.674;0.669;0.669;0.67;0.663;3.292;74.652;0.74652
0.674;0.669;0.669;0.67;0.663;3.29;74.642;0.74642
0.674;0.669;0.669;0.671;0.664;3.294;74.647;0.74647
0.674;0.669;0.668;0.669;0.663;3.29;74.647;0.74647
0.674;0.669;0.669;0.67;0.664;3.291;74.613;0.74613
0.674;0.669;0.669;0.67;0.663;3.291;74.569;0.74569
0.674;0.67;0.669;0.67;0.664;3.292;74.559;0.74559
0.674;0.669;0.669;0.67;0.663;3.293;74.54;0.7454
0.674;0.67;0.669;0.671;0.664;3.294;74.525;0.74525
0.674;0.67;0.669;0.67;0.663;3.293;74.52;0.7452
0.674;0.67;0.67;0.671;0.664;3.295;74.471;0.74471
0.674;0.67;0.669;0.67;0.663;3.293;74.442;0.74442
0.675;0.67;0.67;0.671;0.664;3.295;74.422;0.74422
0.675;0.67;0.669;0.671;0.664;3.295;74.374;0.74374
0.674;0.67;0.67;0.671;0.664;3.294;74.378;0.74378
0.674;0.67;0.669;0.67;0.664;3.295;74.354;0.74354
0.674;0.67;0.669;0.67;0.664;3.294;74.354;0.74354
0.674;0.67;0.669;0.67;0.664;3.295;74.305;0.74305
0.674;0.67;0.669;0.67;0.664;3.294;74.271;0.74271
0.675;0.67;0.67;0.671;0.664;3.295;74.261;0.74261
0.674;0.67;0.669;0.671;0.664;3.294;74.266;0.74266
0.675;0.67;0.67;0.671;0.664;3.296;74.261;0.74261
0.674;0.67;0.669;0.67;0.664;3.295;74.237;0.74237
0.675;0.67;0.67;0.671;0.664;3.297;74.207;0.74207
0.675;0.67;0.67;0.671;0.664;3.296;74.168;0.74168
0.675;0.67;0.67;0.671;0.664;3.296;74.163;0.74163
0.675;0.67;0.67;0.671;0.664;3.296;74.154;0.74154
0.675;0.67;0.67;0.671;0.664;3.297;74.11;0.7411
0.675;0.67;0.67;0.671;0.665;3.298;74.056;0.74056
0.675;0.67;0.67;0.671;0.664;3.298;74.071;0.74071
0.676;0.67;0.67;0.671;0.665;3.298;74.076;0.74076
0.675;0.67;0.669;0.671;0.664;3.296;74.066;0.74066
0.676;0.671;0.67;0.672;0.665;3.3;74.027;0.74027
0.675;0.67;0.67;0.671;0.664;3.298;73.968;0.73968
0.676;0.671;0.67;0.672;0.665;3.299;73.968;0.73968
0.675;0.671;0.67;0.672;0.665;3.3;73.963;0.73963
0.676;0.671;0.67;0.672;0.665;3.3;73.929;0.73929
0.676;0.671;0.67;0.672;0.665;3.299;73.914;0.73914
0.676;0.671;0.671;0.672;0.665;3.301;73.875;0.73875
0.676;0.671;0.67;0.672;0.665;3.3;73.875;0.73875
0.676;0.671;0.671;0.672;0.665;3.301;73.87;0.7387
0.676;0.671;0.67;0.672;0.665;3.301;73.846;0.73846
0.676;0.672;0.671;0.672;0.665;3.301;73.797;0.73797
0.676;0.671;0.67;0.672;0.665;3.301;73.783;0.73783
0.676;0.671;0.671;0.672;0.665;3.301;73.773;0.73773
0.676;0.671;0.671;0.672;0.665;3.301;73.773;0.73773
0.676;0.671;0.671;0.672;0.666;3.301;73.724;0.73724
0.676;0.671;0.671;0.672;0.665;3.303;73.695;0.73695
0.676;0.671;0.671;0.672;0.666;3.302;73.675;0.73675
0.676;0.671;0.671;0.672;0.665;3.302;73.675;0.73675
0.676;0.671;0.671;0.672;0.665;3.301;73.68;0.7368
0.676;0.671;0.671;0.672;0.666;3.305;73.66;0.7366
0.676;0.671;0.671;0.672;0.665;3.301;73.616;0.73616
0.676;0.671;0.671;0.672;0.666;3.303;73.587;0.73587
0.677;0.672;0.671;0.673;0.666;3.303;73.577;0.73577
0.676;0.672;0.671;0.672;0.666;3.305;73.577;0.73577
0.676;0.672;0.671;0.672;0.665;3.302;73.563;0.73563
0.677;0.672;0.671;0.673;0.666;3.305;73.533;0.73533
0.676;0.671;0.671;0.672;0.665;3.303;73.494;0.73494
0.677;0.672;0.672;0.673;0.666;3.306;73.48;0.7348
0.677;0.672;0.671;0.673;0.666;3.306;73.47;0.7347
0.677;0.672;0.671;0.673;0.666;3.305;73.436;0.73436
0.677;0.672;0.671;0.673;0.666;3.305;73.411;0.73411
0.677;0.672;0.671;0.673;0.666;3.305;73.421;0.73421
0.677;0.672;0.671;0.673;0.666;3.305;73.382;0.73382
0.677;0.672;0.671;0.673;0.666;3.306;73.367;0.73367
0.676;0.672;0.671;0.673;0.666;3.305;73.377;0.73377
0.677;0.672;0.671;0.673;0.666;3.305;73.309;0.73309
0.677;0.672;0.672;0.673;0.666;3.306;73.284;0.73284
0.677;0.673;0.672;0.673;0.667;3.307;73.255;0.73255
0.677;0.672;0.672;0.673;0.666;3.308;73.231;0.73231
0.677;0.672;0.672;0.673;0.667;3.307;73.221;0.73221
0.677;0.672;0.672;0.673;0.667;3.308;73.206;0.73206
0.678;0.673;0.672;0.673;0.667;3.309;73.187;0.73187
0.677;0.672;0.672;0.673;0.667;3.31;73.177;0.73177
0.677;0.673;0.672;0.673;0.667;3.308;73.172;0.73172
0.677;0.672;0.672;0.673;0.667;3.31;73.128;0.73128
0.677;0.672;0.672;0.673;0.666;3.308;73.113;0.73113
0.677;0.673;0.672;0.674;0.667;3.311;73.084;0.73084
0.678;0.673;0.672;0.674;0.667;3.309;73.089;0.73089
0.678;0.673;0.672;0.674;0.667;3.311;73.074;0.73074
0.678;0.673;0.672;0.674;0.667;3.311;73.026;0.73026
0.678;0.673;0.672;0.674;0.667;3.311;73.011;0.73011
0.678;0.673;0.672;0.674;0.667;3.311;72.991;0.72991
0.678;0.673;0.672;0.674;0.667;3.311;72.986;0.72986
0.678;0.673;0.673;0.674;0.667;3.311;72.967;0.72967
0.678;0.673;0.673;0.674;0.667;3.311;72.928;0.72928
0.678;0.673;0.673;0.674;0.667;3.312;72.903;0.72903
0.678;0.673;0.672;0.674;0.667;3.311;72.894;0.72894
0.678;0.673;0.673;0.674;0.668;3.312;72.869;0.72869
0.678;0.673;0.673;0.674;0.667;3.313;72.83;0.7283
0.678;0.673;0.673;0.674;0.668;3.312;72.82;0.7282
0.678;0.673;0.673;0.674;0.667;3.312;72.83;0.7283
0.678;0.674;0.673;0.674;0.668;3.314;72.806;0.72806
0.678;0.673;0.673;0.674;0.668;3.314;72.786;0.72786
0.679;0.674;0.673;0.675;0.668;3.315;72.718;0.72718
0.678;0.673;0.673;0.674;0.668;3.314;72.708;0.72708
0.678;0.674;0.673;0.675;0.668;3.313;72.713;0.72713
0.678;0.674;0.673;0.674;0.668;3.314;72.703;0.72703
0.679;0.674;0.673;0.675;0.668;3.317;72.679;0.72679
0.678;0.674;0.673;0.675;0.668;3.316;72.62;0.7262
0.679;0.674;0.673;0.675;0.668;3.316;72.625;0.72625
0.679;0.674;0.673;0.675;0.668;3.316;72.61;0.7261
0.679;0.674;0.673;0.675;0.668;3.316;72.586;0.72586
0.679;0.674;0.673;0.675;0.668;3.317;72.586;0.72586
0.679;0.674;0.674;0.675;0.669;3.317;72.513;0.72513
0.679;0.674;0.673;0.675;0.668;3.317;72.527;0.72527
0.679;0.674;0.673;0.674;0.668;3.316;72.537;0.72537
0.679;0.674;0.673;0.675;0.668;3.317;72.508;0.72508
0.679;0.674;0.674;0.675;0.668;3.317;72.503;0.72503
0.679;0.674;0.673;0.675;0.668;3.316;72.479;0.72479
0.679;0.674;0.674;0.675;0.668;3.317;72.439;0.72439
0.679;0.674;0.674;0.675;0.668;3.317;72.41;0.7241
0.679;0.675;0.674;0.676;0.669;3.32;72.386;0.72386
0.679;0.674;0.674;0.675;0.669;3.318;72.381;0.72381
0.679;0.674;0.674;0.675;0.669;3.318;72.308;0.72308
0.679;0.674;0.674;0.675;0.669;3.317;72.312;0.72312
0.679;0.674;0.674;0.675;0.669;3.319;72.322;0.72322
0.679;0.674;0.674;0.675;0.668;3.319;72.308;0.72308
0.679;0.675;0.674;0.676;0.669;3.32;72.259;0.72259
0.679;0.674;0.674;0.676;0.669;3.321;72.21;0.7221
0.679;0.674;0.674;0.676;0.669;3.32;72.229;0.72229
0.679;0.674;0.674;0.675;0.669;3.32;72.21;0.7221
0.679;0.675;0.674;0.676;0.669;3.322;72.185;0.72185
0.679;0.674;0.674;0.675;0.669;3.318;72.19;0.7219
0.679;0.674;0.674;0.675;0.669;3.319;72.171;0.72171
0.679;0.674;0.674;0.675;0.669;3.318;72.112;0.72112
0.679;0.675;0.674;0.676;0.669;3.32;72.107;0.72107
0.679;0.674;0.674;0.675;0.669;3.321;72.083;0.72083
0.68;0.675;0.675;0.676;0.67;3.32;72.059;0.72059
0.679;0.675;0.674;0.676;0.669;3.322;72.029;0.72029
0.679;0.675;0.675;0.676;0.669;3.321;72.015;0.72015
0.679;0.675;0.675;0.676;0.67;3.322;72;0.72
0.679;0.675;0.675;0.676;0.669;3.322;71.99;0.7199
0.68;0.675;0.675;0.676;0.669;3.322;71.975;0.71975
0.68;0.675;0.675;0.676;0.67;3.322;71.966;0.71966
0.68;0.675;0.675;0.676;0.669;3.322;71.922;0.71922
0.68;0.675;0.674;0.676;0.67;3.322;71.907;0.71907
0.68;0.675;0.675;0.676;0.67;3.322;71.892;0.71892
0.68;0.675;0.675;0.677;0.67;3.323;71.883;0.71883
0.68;0.675;0.675;0.677;0.67;3.322;71.824;0.71824
0.68;0.675;0.675;0.677;0.67;3.324;71.795;0.71795
0.68;0.675;0.675;0.677;0.67;3.324;71.785;0.71785
0.68;0.675;0.675;0.677;0.67;3.323;71.785;0.71785
0.68;0.675;0.675;0.677;0.67;3.323;71.775;0.71775
0.68;0.676;0.675;0.677;0.67;3.324;71.765;0.71765
0.681;0.676;0.675;0.677;0.67;3.326;71.726;0.71726
0.68;0.676;0.675;0.677;0.67;3.325;71.712;0.71712
0.68;0.676;0.675;0.677;0.67;3.327;71.678;0.71678
0.68;0.676;0.675;0.677;0.67;3.324;71.653;0.71653
0.681;0.676;0.675;0.677;0.67;3.328;71.629;0.71629
0.68;0.676;0.675;0.677;0.67;3.326;71.619;0.71619
0.681;0.676;0.676;0.678;0.671;3.328;71.565;0.71565
0.68;0.676;0.675;0.677;0.67;3.327;71.585;0.71585
0.681;0.676;0.676;0.677;0.671;3.327;71.58;0.7158
0.681;0.676;0.675;0.677;0.67;3.327;71.565;0.71565
0.681;0.676;0.676;0.677;0.671;3.328;71.521;0.71521
0.68;0.676;0.675;0.677;0.67;3.327;71.512;0.71512
0.681;0.676;0.676;0.677;0.671;3.328;71.497;0.71497
0.681;0.676;0.676;0.677;0.671;3.328;71.487;0.71487
0.681;0.676;0.676;0.678;0.671;3.328;71.458;0.71458
0.681;0.676;0.676;0.678;0.671;3.328;71.428;0.71428
0.681;0.677;0.676;0.678;0.671;3.328;71.424;0.71424
0.681;0.677;0.676;0.678;0.671;3.331;71.385;0.71385
0.681;0.677;0.676;0.678;0.671;3.329;71.35;0.7135
0.681;0.677;0.676;0.678;0.671;3.33;71.336;0.71336
0.681;0.677;0.676;0.678;0.671;3.33;71.321;0.71321
0.681;0.676;0.676;0.678;0.671;3.33;71.306;0.71306
0.681;0.677;0.676;0.678;0.671;3.332;71.258;0.71258
0.681;0.677;0.676;0.678;0.671;3.331;71.238;0.71238
0.682;0.677;0.676;0.678;0.671;3.33;71.233;0.71233
0.681;0.677;0.676;0.678;0.671;3.332;71.228;0.71228
0.681;0.677;0.676;0.678;0.671;3.329;71.228;0.71228
0.681;0.677;0.676;0.678;0.671;3.331;71.175;0.71175
0.681;0.677;0.676;0.678;0.671;3.331;71.145;0.71145
0.681;0.677;0.677;0.678;0.671;3.333;71.131;0.71131
0.681;0.677;0.676;0.678;0.671;3.332;71.135;0.71135
0.681;0.677;0.677;0.678;0.671;3.332;71.116;0.71116
0.682;0.677;0.677;0.679;0.672;3.333;71.052;0.71052
0.682;0.677;0.677;0.679;0.672;3.334;71.038;0.71038
0.681;0.677;0.677;0.678;0.671;3.333;71.033;0.71033
0.682;0.677;0.677;0.679;0.671;3.333;71.028;0.71028
0.682;0.677;0.677;0.679;0.671;3.333;70.964;0.70964
0.681;0.677;0.677;0.679;0.672;3.333;70.964;0.70964
0.682;0.678;0.677;0.679;0.672;3.335;70.94;0.7094
0.682;0.678;0.677;0.679;0.672;3.333;70.94;0.7094
0.682;0.678;0.678;0.679;0.672;3.335;70.906;0.70906
0.682;0.678;0.678;0.679;0.672;3.336;70.877;0.70877
0.682;0.678;0.677;0.678;0.672;3.335;70.877;0.70877
0.682;0.678;0.677;0.679;0.672;3.335;70.847;0.70847
0.682;0.678;0.678;0.679;0.672;3.336;70.833;0.70833
0.682;0.678;0.678;0.679;0.672;3.334;70.828;0.70828
0.682;0.678;0.678;0.679;0.672;3.337;70.818;0.70818
0.682;0.678;0.678;0.679;0.672;3.336;70.769;0.70769
0.682;0.678;0.678;0.679;0.672;3.338;70.745;0.70745
0.682;0.678;0.678;0.679;0.672;3.338;70.74;0.7074
0.682;0.678;0.678;0.679;0.672;3.336;70.74;0.7074
0.682;0.678;0.678;0.679;0.672;3.338;70.706;0.70706
0.682;0.678;0.678;0.679;0.672;3.338;70.652;0.70652
0.682;0.678;0.678;0.679;0.672;3.337;70.637;0.70637
0.682;0.678;0.678;0.679;0.672;3.337;70.628;0.70628
0.682;0.678;0.678;0.679;0.672;3.338;70.642;0.70642
0.682;0.678;0.678;0.679;0.672;3.338;70.613;0.70613
0.682;0.678;0.678;0.679;0.672;3.338;70.574;0.70574
0.682;0.678;0.678;0.679;0.672;3.338;70.554;0.70554
0.683;0.679;0.678;0.68;0.672;3.34;70.54;0.7054
0.682;0.678;0.679;0.679;0.673;3.339;70.54;0.7054
0.683;0.679;0.678;0.68;0.673;3.341;70.525;0.70525
0.682;0.678;0.678;0.679;0.672;3.338;70.481;0.70481
0.683;0.678;0.678;0.679;0.673;3.339;70.466;0.70466
0.682;0.678;0.678;0.679;0.672;3.338;70.437;0.70437
0.683;0.678;0.678;0.679;0.673;3.339;70.452;0.70452
0.682;0.678;0.678;0.679;0.673;3.338;70.413;0.70413
0.683;0.679;0.679;0.679;0.673;3.339;70.369;0.70369
0.682;0.678;0.678;0.679;0.673;3.339;70.364;0.70364
